timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve
22 01 2025 16:50,1025.65,8.98,1013.28
22 01 2025 17:00,20.94,1.3,0.0
22 01 2025 17:10,73.79,2.09,0.0
22 01 2025 17:20,124.24,1.81,0.0
22 01 2025 17:30,2632.56,13.77,3450.0
22 01 2025 17:40,-5.0,2.12,0.0
22 01 2025 17:50,14.75,4.31,10.69
22 01 2025 18:00,-5.0,2.5,0.0
22 01 2025 18:10,2672.31,12.25,3450.0
22 01 2025 18:20,802.06,8.8,924.1
22 01 2025 18:40,76.62,6.07,137.38
22 01 2025 18:50,1911.26,10.83,2267.56
22 01 2025 19:00,479.5,7.92,562.7
22 01 2025 19:20,1474.82,9.97,1599.72
22 01 2025 19:30,201.2,6.87,274.58
22 01 2025 19:40,707.26,8.58,820.05
22 01 2025 19:50,1063.53,9.29,1175.15
22 01 2025 20:00,-5.0,4.62,20.08
22 01 2025 20:10,88.93,7.6,460.97
22 01 2025 20:20,123.98,5.65,87.68
22 01 2025 20:30,47.73,4.47,14.94
22 01 2025 20:40,171.57,5.52,75.34
22 01 2025 20:50,101.74,6.63,225.9
22 01 2025 21:00,2545.63,15.02,3450.0
22 01 2025 21:10,671.09,11.7,3113.88
22 01 2025 21:20,368.35,7.85,539.65
22 01 2025 21:40,2764.34,15.08,3450.0
22 01 2025 22:00,42.02,3.46,0.45
22 01 2025 22:10,-5.0,1.38,0.0
22 01 2025 22:20,-5.0,4.13,6.84
22 01 2025 22:30,1030.82,9.05,1046.16
22 01 2025 22:40,2231.23,11.28,2689.09
22 01 2025 23:00,293.29,8.76,905.59
22 01 2025 23:10,103.09,0.51,0.0
22 01 2025 23:30,2803.55,14.16,3450.0
22 01 2025 23:40,10.83,5.1,43.56
22 01 2025 23:50,3213.27,11.88,3318.07
23 01 2025 00:00,104.24,4.98,36.98
23 01 2025 00:20,469.75,13.75,3450.0
23 01 2025 00:30,13.35,3.54,0.75
23 01 2025 00:40,39.81,5.79,102.5
23 01 2025 00:50,2.03,3.89,3.33
23 01 2025 01:00,-5.0,2.76,0.0
23 01 2025 01:10,52.79,4.0,4.78
23 01 2025 01:20,171.05,6.26,163.64
23 01 2025 01:30,3119.58,12.58,3450.0
23 01 2025 01:40,329.51,13.36,3450.0
23 01 2025 01:50,2985.18,13.88,3450.0
23 01 2025 02:00,-5.0,1.8,0.0
23 01 2025 02:10,53.49,3.48,0.53
23 01 2025 02:20,2597.54,13.45,3450.0
23 01 2025 02:30,3277.02,11.65,3064.62
23 01 2025 02:40,1178.22,9.96,1595.66
23 01 2025 02:50,2887.47,14.8,3450.0
23 01 2025 03:00,3153.65,11.95,3388.17
23 01 2025 03:10,1541.36,10.06,1668.5
23 01 2025 03:20,1391.45,10.15,1726.38
23 01 2025 03:30,26.64,3.58,0.92
23 01 2025 03:40,-5.0,1.06,0.0
23 01 2025 03:50,2491.27,11.84,3268.57
23 01 2025 04:10,53.18,3.44,0.41
23 01 2025 04:30,337.66,7.29,374.31
23 01 2025 04:40,7.57,3.97,4.26
23 01 2025 04:50,504.36,7.99,587.1
23 01 2025 05:00,3.54,3.6,1.01
23 01 2025 05:10,3062.89,15.31,3450.0
23 01 2025 05:20,562.95,8.48,780.33
23 01 2025 05:30,280.5,7.86,542.12
23 01 2025 05:40,-5.0,2.48,0.0
23 01 2025 05:50,2045.29,11.0,2419.61
23 01 2025 06:10,83.78,4.97,36.37
23 01 2025 06:20,78.26,5.61,84.44
23 01 2025 06:30,3328.39,14.13,3450.0
23 01 2025 06:50,-5.0,2.77,0.0
23 01 2025 07:10,2751.07,13.2,3450.0
23 01 2025 07:20,2189.14,10.92,2350.94
23 01 2025 07:30,2166.0,11.12,2535.86
23 01 2025 07:40,766.34,12.66,3450.0
23 01 2025 07:50,167.72,7.9,556.99
23 01 2025 08:00,1188.81,9.72,1435.9
23 01 2025 08:10,628.47,14.43,3450.0
23 01 2025 08:20,-5.0,1.71,0.0
23 01 2025 08:30,3300.87,14.17,3450.0
23 01 2025 08:40,244.02,6.83,265.23
23 01 2025 08:50,19.27,3.83,2.7
23 01 2025 09:00,192.03,6.44,192.96
23 01 2025 09:10,-5.0,3.94,3.91
23 01 2025 09:20,-5.0,1.72,0.0
23 01 2025 09:30,43.17,5.02,39.15
23 01 2025 09:40,4.34,4.86,30.28
23 01 2025 09:50,12.83,2.88,0.0
23 01 2025 10:10,137.47,5.34,60.52
23 01 2025 10:20,2990.68,13.39,3450.0
23 01 2025 10:30,922.64,8.87,959.35
23 01 2025 10:40,3197.45,12.97,3450.0
23 01 2025 10:50,51.92,6.28,166.67
23 01 2025 11:00,30.92,4.62,20.25
23 01 2025 11:10,3013.68,16.15,3450.0
23 01 2025 11:20,240.72,7.02,306.32
23 01 2025 11:30,167.12,6.83,265.7
23 01 2025 11:50,14.3,5.58,81.58
23 01 2025 12:00,2129.11,10.88,2313.34
23 01 2025 12:20,-5.0,1.78,0.0
23 01 2025 12:30,-5.0,3.59,0.96
23 01 2025 12:40,69.19,4.02,4.98
23 01 2025 12:50,102.24,5.09,42.97
23 01 2025 13:10,3273.63,12.03,3450.0
23 01 2025 13:20,419.18,7.63,468.93
23 01 2025 13:30,2225.18,11.01,2432.35
23 01 2025 13:40,2743.53,12.21,3450.0
23 01 2025 13:50,31.56,4.62,19.95
23 01 2025 14:00,43.14,6.13,145.75
23 01 2025 14:10,890.27,8.94,991.17
23 01 2025 14:20,811.26,9.05,1045.76
23 01 2025 14:30,39.07,1.46,0.0
23 01 2025 14:40,21.23,5.65,88.42
23 01 2025 15:10,-3.81,4.54,17.43
23 01 2025 15:30,-5.0,2.97,0.0
23 01 2025 15:40,514.21,7.99,586.49
23 01 2025 15:50,21.01,4.37,12.17
23 01 2025 16:00,530.31,8.18,656.52
23 01 2025 16:10,424.44,7.51,433.11
23 01 2025 16:30,165.45,5.5,73.74
23 01 2025 16:40,109.36,4.96,35.62
23 01 2025 16:50,127.36,2.79,0.0
23 01 2025 17:00,-5.0,1.9,0.0
23 01 2025 17:10,144.46,6.18,152.1
23 01 2025 17:20,93.72,5.7,93.51
23 01 2025 17:30,254.31,6.15,147.59
23 01 2025 17:40,37.58,7.25,363.47
23 01 2025 18:00,366.51,7.25,364.02
23 01 2025 18:10,2371.16,11.02,2439.22
23 01 2025 18:30,2688.85,11.37,2779.56
23 01 2025 18:40,894.22,8.61,833.64
23 01 2025 18:50,-5.0,3.29,0.11
23 01 2025 19:00,165.68,6.38,183.54
23 01 2025 19:10,91.98,5.07,41.85
23 01 2025 19:20,-5.0,4.25,9.35
23 01 2025 19:30,2406.66,11.62,3031.85
23 01 2025 19:40,107.01,5.13,45.47
23 01 2025 19:50,-5.0,2.69,0.0
23 01 2025 20:10,-5.0,2.47,0.0
23 01 2025 20:20,343.84,6.91,283.88
23 01 2025 20:30,895.51,17.3,3450.0
23 01 2025 20:40,-5.0,2.38,0.0
23 01 2025 20:50,2265.81,10.77,2221.65
23 01 2025 21:00,1793.27,10.43,1937.63
23 01 2025 21:10,-5.0,4.86,30.28
23 01 2025 21:20,26.35,5.15,47.08
23 01 2025 21:30,2496.25,12.11,3450.0
23 01 2025 21:40,438.64,8.14,640.97
23 01 2025 21:50,2925.03,18.16,3450.0
23 01 2025 22:00,1490.83,10.07,1670.4
23 01 2025 22:20,3254.23,14.31,3450.0
23 01 2025 22:30,175.81,8.59,827.63
23 01 2025 22:40,434.41,7.9,557.2
23 01 2025 22:50,1124.25,9.56,1337.9
23 01 2025 23:00,174.82,6.46,195.42
23 01 2025 23:10,833.9,9.03,1038.09
23 01 2025 23:20,-5.0,3.51,0.65
23 01 2025 23:30,1318.29,9.55,1330.27
23 01 2025 23:40,148.08,5.83,107.37
23 01 2025 23:50,33.09,5.05,40.66
24 01 2025 00:10,-5.0,4.63,20.42
24 01 2025 00:20,185.66,7.55,446.99
24 01 2025 00:30,1233.05,14.33,3450.0
24 01 2025 00:40,80.53,4.97,36.16
24 01 2025 00:50,225.97,6.97,296.63
24 01 2025 01:00,1034.5,9.08,1063.07
24 01 2025 01:10,46.6,5.62,85.48
24 01 2025 01:20,36.26,1.28,0.0
24 01 2025 01:30,74.15,5.11,44.39
24 01 2025 01:40,218.38,7.46,419.77
24 01 2025 01:50,196.47,6.14,145.88
24 01 2025 02:00,48.33,2.71,0.0
24 01 2025 02:10,468.55,7.71,495.48
24 01 2025 02:40,2846.27,12.7,3450.0
24 01 2025 03:10,1648.99,10.47,1976.49
24 01 2025 03:20,-5.0,3.39,0.29
24 01 2025 03:30,36.88,2.05,0.0
24 01 2025 03:40,-5.0,2.59,0.0
24 01 2025 03:50,2735.16,14.4,3450.0
24 01 2025 04:10,-5.0,1.08,0.0
24 01 2025 04:30,-5.0,2.26,0.0
24 01 2025 04:40,63.03,5.86,110.41
24 01 2025 04:50,45.97,5.0,38.08
24 01 2025 05:00,23.12,2.85,0.0
24 01 2025 05:10,1548.27,9.7,1421.77
24 01 2025 05:20,548.5,8.45,767.13
24 01 2025 05:30,530.07,7.9,557.75
24 01 2025 05:40,87.71,3.57,0.89
24 01 2025 05:50,-5.0,4.59,19.06
24 01 2025 06:00,48.65,4.13,6.75
24 01 2025 06:10,-5.0,2.31,0.0
24 01 2025 06:20,73.44,6.05,134.39
24 01 2025 06:40,196.77,5.85,109.24
24 01 2025 06:50,56.23,1.02,0.0
24 01 2025 07:00,2928.8,11.94,3377.1
24 01 2025 07:10,3176.64,13.08,3450.0
24 01 2025 07:30,16.92,2.26,0.0
24 01 2025 07:40,2957.19,14.38,3450.0
24 01 2025 07:50,2990.05,18.74,3450.0
24 01 2025 08:00,1219.93,9.5,1300.87
24 01 2025 08:10,-5.0,3.71,1.71
24 01 2025 08:20,2850.45,13.06,3450.0
24 01 2025 08:30,110.48,0.33,0.0
24 01 2025 08:40,442.5,7.64,471.67
24 01 2025 08:50,2675.25,12.28,3450.0
24 01 2025 09:00,1446.19,9.68,1408.67
24 01 2025 09:10,-5.0,2.23,0.0
24 01 2025 09:20,3236.38,14.41,3450.0
24 01 2025 09:30,2219.6,11.2,2606.97
24 01 2025 09:40,119.15,5.5,73.72
24 01 2025 09:50,136.0,5.6,82.92
24 01 2025 10:00,-5.0,4.07,5.73
24 01 2025 10:10,1070.03,9.05,1048.85
24 01 2025 10:30,144.35,6.56,213.21
24 01 2025 10:40,63.63,5.16,47.86
24 01 2025 10:50,409.39,7.8,523.65
24 01 2025 11:00,67.79,4.58,18.58
24 01 2025 11:10,206.56,7.28,371.72
24 01 2025 11:30,104.48,5.5,73.84
24 01 2025 11:40,-5.0,2.48,0.0
24 01 2025 11:50,56.91,3.37,0.25
24 01 2025 12:00,7.57,1.58,0.0
24 01 2025 12:10,19.97,2.99,0.0
24 01 2025 12:20,-5.0,3.55,0.78
24 01 2025 12:30,2741.38,11.38,2786.54
24 01 2025 12:40,-5.0,1.64,0.0
24 01 2025 12:50,61.85,4.31,10.71
24 01 2025 13:00,966.38,8.89,964.89
24 01 2025 13:10,1077.07,9.15,1099.9
24 01 2025 13:20,2681.55,11.27,2672.97
24 01 2025 13:30,1065.28,9.26,1158.83
24 01 2025 13:40,249.88,6.58,217.64
24 01 2025 13:50,2.22,0.12,0.0
24 01 2025 14:00,39.39,1.06,0.0
24 01 2025 14:10,28.88,2.73,0.0
24 01 2025 14:30,3322.13,15.37,3450.0
24 01 2025 14:40,13.35,5.85,109.65
24 01 2025 14:50,3071.78,13.01,3450.0
24 01 2025 15:00,1815.2,10.38,1904.43
24 01 2025 15:10,3106.92,12.81,3450.0
24 01 2025 15:20,62.22,6.57,215.81
24 01 2025 15:30,545.95,7.7,489.98
24 01 2025 15:40,227.7,6.59,219.1
24 01 2025 15:50,2.69,1.9,0.0
24 01 2025 16:00,138.4,6.22,158.26
24 01 2025 16:10,2729.88,11.74,3162.02
24 01 2025 16:30,2527.05,14.72,3450.0
24 01 2025 16:40,393.51,7.82,531.07
24 01 2025 16:50,678.67,8.75,898.09
24 01 2025 17:00,729.18,8.96,1002.69
24 01 2025 17:10,10.4,5.15,46.73
24 01 2025 17:30,470.58,8.1,625.95
24 01 2025 17:40,47.0,2.95,0.0
24 01 2025 17:50,22.31,2.68,0.0
24 01 2025 18:00,3280.07,14.3,3450.0
24 01 2025 18:20,2493.99,10.98,2403.55
24 01 2025 18:30,-5.0,4.87,31.1
24 01 2025 18:40,-5.0,2.65,0.0
24 01 2025 18:50,-5.0,3.36,0.22
24 01 2025 19:00,592.28,8.27,693.45
24 01 2025 19:10,310.24,7.63,470.02
24 01 2025 19:20,3298.4,12.77,3450.0
24 01 2025 19:30,53.87,2.54,0.0
24 01 2025 19:50,49.46,3.78,2.25
24 01 2025 20:00,2722.15,11.82,3244.78
24 01 2025 20:10,443.38,7.78,517.87
24 01 2025 20:20,32.35,1.39,0.0
24 01 2025 20:30,82.58,4.64,20.83
24 01 2025 20:40,154.3,6.37,181.48
24 01 2025 20:50,38.15,2.82,0.0
24 01 2025 21:00,64.99,4.05,5.42
24 01 2025 21:10,3320.85,13.38,3450.0
24 01 2025 21:20,151.82,6.25,162.14
24 01 2025 21:30,727.83,8.31,709.83
24 01 2025 21:40,456.65,8.27,690.89
24 01 2025 21:50,-5.0,4.84,29.52
24 01 2025 22:00,1380.5,9.62,1373.74
24 01 2025 22:10,1234.91,9.72,1438.83
24 01 2025 22:20,254.61,6.32,173.57
24 01 2025 22:30,1638.98,10.22,1780.15
24 01 2025 22:40,13.14,3.11,0.01
24 01 2025 22:50,-5.0,4.12,6.6
24 01 2025 23:00,-5.0,3.82,2.58
24 01 2025 23:10,454.3,8.12,636.79
24 01 2025 23:20,3.83,4.53,17.07
24 01 2025 23:30,-5.0,3.55,0.79
24 01 2025 23:50,135.0,5.16,47.79
25 01 2025 00:00,611.66,8.46,770.85
25 01 2025 00:10,-5.0,2.05,0.0
25 01 2025 00:20,25.57,2.67,0.0
25 01 2025 00:30,341.99,7.2,350.08
25 01 2025 00:40,-5.0,2.68,0.0
25 01 2025 00:50,487.48,7.46,419.87
25 01 2025 01:00,2061.38,10.95,2377.34
25 01 2025 01:10,231.53,7.12,330.99
25 01 2025 01:20,2877.24,13.25,3450.0
25 01 2025 01:30,-5.0,3.52,0.68
25 01 2025 01:40,-5.0,3.88,3.21
25 01 2025 01:50,102.53,4.8,27.66
25 01 2025 02:00,759.31,8.71,880.67
25 01 2025 02:10,411.92,7.89,554.83
25 01 2025 02:20,371.98,7.59,457.1
25 01 2025 02:40,10.82,5.42,67.08
25 01 2025 03:00,-5.0,4.46,14.6
25 01 2025 03:10,-5.0,1.48,0.0
25 01 2025 03:20,68.36,5.73,95.87
25 01 2025 03:30,85.63,6.85,270.97
25 01 2025 03:40,-5.0,4.38,12.42
25 01 2025 03:50,747.69,8.93,987.69
25 01 2025 04:00,85.6,6.04,133.28
25 01 2025 04:10,29.59,3.28,0.1
25 01 2025 04:20,428.43,7.99,587.91
25 01 2025 04:30,-5.0,2.95,0.0
25 01 2025 04:40,560.25,7.73,499.86
25 01 2025 04:50,236.64,7.27,367.67
25 01 2025 05:00,1132.95,9.99,1617.15
25 01 2025 05:10,1082.82,9.1,1074.04
25 01 2025 05:30,3004.2,17.28,3450.0
25 01 2025 05:40,3092.55,16.76,3450.0
25 01 2025 05:50,-5.0,3.77,2.14
25 01 2025 06:00,1866.85,10.52,2011.4
25 01 2025 06:10,44.0,3.13,0.01
25 01 2025 06:30,164.79,6.1,140.51
25 01 2025 07:10,207.58,6.47,197.89
25 01 2025 07:20,-5.0,1.13,0.0
25 01 2025 07:30,1180.76,9.89,1548.01
25 01 2025 07:40,74.55,3.48,0.51
25 01 2025 07:50,16.44,3.05,0.0
25 01 2025 08:00,876.71,9.07,1060.41
25 01 2025 08:10,757.85,8.89,965.47
25 01 2025 08:20,202.88,7.06,316.24
25 01 2025 08:40,2504.23,11.31,2711.84
25 01 2025 08:50,-5.0,4.87,30.88
25 01 2025 09:00,-5.0,4.39,12.76
25 01 2025 09:10,174.9,4.94,34.71
25 01 2025 09:20,2242.53,11.13,2543.57
25 01 2025 09:30,-5.0,4.57,18.35
25 01 2025 09:40,875.38,9.0,1020.85
25 01 2025 09:50,2937.69,11.79,3214.03
25 01 2025 10:00,-5.0,1.99,0.0
25 01 2025 10:20,187.85,6.16,149.61
25 01 2025 10:40,1587.16,9.79,1480.3
25 01 2025 10:50,52.89,4.78,26.73
25 01 2025 11:00,-5.0,3.67,1.44
25 01 2025 11:10,1992.12,10.61,2085.26
25 01 2025 11:20,2650.23,12.0,3447.34
25 01 2025 11:30,6.75,3.59,0.98
25 01 2025 11:40,78.13,5.7,93.01
25 01 2025 11:50,3011.57,14.77,3450.0
25 01 2025 12:00,532.43,8.55,807.86
25 01 2025 12:10,1001.2,9.06,1053.16
25 01 2025 12:40,2909.89,14.87,3450.0
25 01 2025 12:50,513.57,8.33,717.27
25 01 2025 13:00,114.81,5.16,48.01
25 01 2025 13:20,-5.0,0.84,0.0
25 01 2025 13:30,366.42,7.5,431.98
25 01 2025 13:40,1135.21,9.55,1327.41
25 01 2025 13:50,-5.0,4.87,30.8
25 01 2025 14:20,108.88,5.87,111.9
25 01 2025 14:30,6.49,0.98,0.0
25 01 2025 14:40,1080.97,8.93,988.11
25 01 2025 15:00,3288.15,16.53,3450.0
25 01 2025 15:10,85.36,1.96,0.0
25 01 2025 15:30,1376.03,9.88,1544.46
25 01 2025 15:40,86.33,3.12,0.01
25 01 2025 15:50,1147.49,9.32,1196.09
25 01 2025 16:00,70.85,6.3,169.3
25 01 2025 16:10,3191.06,15.67,3450.0
25 01 2025 16:20,1083.57,9.33,1198.2
25 01 2025 16:40,425.03,15.33,3450.0
25 01 2025 17:10,1043.51,9.33,1200.67
25 01 2025 17:20,1626.24,10.5,1996.39
25 01 2025 17:30,-5.0,1.81,0.0
25 01 2025 17:40,3010.5,12.34,3450.0
25 01 2025 17:50,3349.18,16.29,3450.0
25 01 2025 18:10,2929.58,13.21,3450.0
25 01 2025 18:20,12.46,4.75,25.41
25 01 2025 18:30,1332.7,10.23,1787.26
25 01 2025 18:40,3042.02,15.24,3450.0
25 01 2025 18:50,1325.8,10.06,1663.66
25 01 2025 19:30,735.26,8.43,756.63
25 01 2025 19:40,1445.99,10.11,1701.91
25 01 2025 20:00,1.58,3.55,0.77
25 01 2025 20:10,344.97,7.09,323.7
25 01 2025 20:20,1804.27,10.78,2230.06
25 01 2025 20:40,464.86,7.92,564.43
25 01 2025 21:00,378.92,7.15,337.21
25 01 2025 21:10,507.51,8.19,659.89
25 01 2025 21:20,157.49,6.63,226.0
25 01 2025 21:30,2997.02,12.65,3450.0
25 01 2025 21:40,30.02,1.26,0.0
25 01 2025 21:50,321.8,7.1,327.09
25 01 2025 22:00,-1.44,3.74,1.95
25 01 2025 22:10,132.91,5.78,101.81
25 01 2025 22:20,99.37,3.61,1.1
25 01 2025 22:30,1441.47,9.96,1598.02
25 01 2025 22:40,176.05,6.59,218.24
25 01 2025 22:50,2646.62,12.69,3450.0
25 01 2025 23:00,3344.64,13.44,3450.0
25 01 2025 23:10,174.21,11.12,2530.16
25 01 2025 23:20,2052.23,10.93,2362.79
25 01 2025 23:30,156.67,8.24,679.32
25 01 2025 23:40,403.42,7.14,336.63
25 01 2025 23:50,1581.0,10.4,1919.66
26 01 2025 00:00,6.2,4.9,32.55
26 01 2025 00:10,878.12,8.9,972.96
26 01 2025 00:20,80.43,2.05,0.0
26 01 2025 00:30,644.65,8.39,739.28
26 01 2025 00:40,-5.0,4.78,26.54
26 01 2025 01:00,1229.53,9.49,1295.88
26 01 2025 01:10,1233.14,9.31,1191.19
26 01 2025 01:20,419.66,8.11,632.72
26 01 2025 01:40,348.7,7.0,302.71
26 01 2025 02:00,-5.0,4.31,10.6
26 01 2025 02:20,551.99,8.06,612.79
26 01 2025 02:40,76.66,1.29,0.0
26 01 2025 02:50,116.68,6.08,137.83
26 01 2025 03:00,240.01,6.62,223.65
26 01 2025 03:10,-5.0,2.88,0.0
26 01 2025 03:20,100.89,5.06,41.15
26 01 2025 03:30,2691.02,11.14,2548.74
26 01 2025 03:40,2770.5,12.78,3450.0
26 01 2025 03:50,110.18,6.52,205.56
26 01 2025 04:00,2596.94,16.86,3450.0
26 01 2025 04:10,74.46,5.23,52.26
26 01 2025 04:20,812.45,8.89,965.59
26 01 2025 04:30,38.03,3.27,0.1
26 01 2025 04:40,3138.01,16.53,3450.0
26 01 2025 04:50,405.68,7.6,459.6
26 01 2025 05:00,229.34,6.75,250.22
26 01 2025 05:10,467.77,7.91,560.46
26 01 2025 05:20,3018.14,13.74,3450.0
26 01 2025 05:30,2994.75,11.97,3416.56
26 01 2025 05:50,109.41,5.58,80.87
26 01 2025 06:00,-5.0,4.76,25.59
26 01 2025 06:10,14.25,2.14,0.0
26 01 2025 06:30,3140.14,11.99,3436.7
26 01 2025 06:40,69.82,4.34,11.36
26 01 2025 06:50,-5.0,5.02,39.15
26 01 2025 07:00,18.46,5.48,72.55
26 01 2025 07:10,52.77,3.06,0.0
26 01 2025 07:20,137.73,5.86,110.21
26 01 2025 07:30,1463.84,10.04,1647.82
26 01 2025 07:40,637.98,8.53,801.48
26 01 2025 07:50,137.79,6.75,248.73
26 01 2025 08:00,704.18,8.52,795.85
26 01 2025 08:10,1837.94,10.83,2275.16
26 01 2025 08:20,-5.0,3.09,0.0
26 01 2025 08:30,181.1,6.3,169.91
26 01 2025 08:40,308.95,6.14,146.31
26 01 2025 08:50,864.69,8.82,935.18
26 01 2025 09:00,-5.0,1.94,0.0
26 01 2025 09:10,2031.78,10.7,2156.72
26 01 2025 09:20,-5.0,4.99,37.54
26 01 2025 09:30,6.43,4.88,31.66
26 01 2025 09:40,204.69,5.68,90.72
26 01 2025 09:50,228.28,6.51,204.6
26 01 2025 10:10,2637.04,11.77,3192.52
26 01 2025 10:20,-0.65,3.35,0.21
26 01 2025 10:30,121.33,3.58,0.93
26 01 2025 10:40,2838.45,12.8,3450.0
26 01 2025 10:50,3160.78,12.95,3450.0
26 01 2025 11:00,1946.2,10.9,2335.19
26 01 2025 11:10,94.53,3.03,0.0
26 01 2025 11:20,147.09,6.04,133.14
26 01 2025 11:30,100.32,4.57,18.2
26 01 2025 11:40,47.24,1.81,0.0
26 01 2025 11:50,33.26,5.7,93.55
26 01 2025 12:00,566.49,18.28,3450.0
26 01 2025 12:10,272.45,7.66,477.41
26 01 2025 12:20,180.9,5.56,79.82
26 01 2025 12:30,-5.0,3.49,0.56
26 01 2025 12:40,-5.0,1.22,0.0
26 01 2025 12:50,-5.0,3.74,1.94
26 01 2025 13:00,-5.0,2.94,0.0
26 01 2025 13:10,674.66,8.63,844.16
26 01 2025 13:20,6.09,4.71,23.58
26 01 2025 13:30,986.67,9.15,1102.79
26 01 2025 13:40,2794.17,14.02,3450.0
26 01 2025 13:50,437.45,7.25,363.3
26 01 2025 14:00,36.09,4.49,15.74
26 01 2025 14:10,112.14,5.01,38.27
26 01 2025 14:20,1108.36,9.45,1268.0
26 01 2025 14:30,73.11,2.32,0.0
26 01 2025 14:50,-5.0,3.26,0.08
26 01 2025 15:10,564.22,7.87,548.05
26 01 2025 15:20,666.5,8.6,830.68
26 01 2025 15:30,2660.32,11.83,3257.57
26 01 2025 15:40,2906.08,11.55,2953.0
26 01 2025 15:50,55.44,3.45,0.42
26 01 2025 16:00,154.23,5.98,125.22
26 01 2025 16:10,54.47,2.0,0.0
26 01 2025 16:20,22.99,4.12,6.7
26 01 2025 16:30,163.29,6.54,209.5
26 01 2025 16:40,222.69,6.49,201.85
26 01 2025 16:50,13.85,5.47,71.54
26 01 2025 17:00,173.96,6.64,229.02
26 01 2025 17:20,262.71,6.76,250.85
26 01 2025 17:40,167.43,6.52,206.13
26 01 2025 17:50,3220.77,12.85,3450.0
26 01 2025 18:00,94.22,4.18,7.74
26 01 2025 18:10,53.76,6.66,231.81
26 01 2025 18:20,341.08,7.09,323.37
26 01 2025 18:30,180.12,7.35,390.28
26 01 2025 18:40,-1.06,2.35,0.0
26 01 2025 18:50,336.89,13.85,3450.0
26 01 2025 19:00,578.54,11.62,3033.26
26 01 2025 19:30,12.23,6.18,152.17
26 01 2025 19:40,46.36,4.51,16.26
26 01 2025 19:50,543.46,8.23,678.93
26 01 2025 20:00,2123.52,11.15,2558.62
26 01 2025 20:10,3458.05,16.33,3450.0
26 01 2025 20:30,-5.0,1.88,0.0
26 01 2025 20:40,42.78,3.39,0.29
26 01 2025 20:50,2489.16,11.39,2794.68
26 01 2025 21:00,924.5,10.91,2342.57
26 01 2025 21:10,-5.0,2.98,0.0
26 01 2025 21:20,3002.25,15.03,3450.0
26 01 2025 21:30,3037.43,16.71,3450.0
26 01 2025 21:40,3124.75,12.68,3450.0
26 01 2025 21:50,291.71,7.69,487.74
26 01 2025 22:00,259.82,7.46,420.64
26 01 2025 22:10,-5.0,2.08,0.0
26 01 2025 22:40,2936.48,12.26,3450.0
26 01 2025 23:00,2260.46,11.36,2763.0
26 01 2025 23:10,129.5,5.35,61.58
26 01 2025 23:20,3148.78,13.35,3450.0
26 01 2025 23:40,-5.0,4.33,11.12
26 01 2025 23:50,25.55,4.05,5.49
27 01 2025 00:00,1620.76,10.56,2042.02
27 01 2025 00:10,815.53,8.98,1010.64
27 01 2025 00:20,0.88,5.66,89.06
27 01 2025 00:30,3057.88,12.16,3450.0
27 01 2025 00:40,1897.72,10.9,2336.75
27 01 2025 01:00,-5.0,4.55,17.75
27 01 2025 01:10,2385.5,11.08,2498.98
27 01 2025 01:20,550.01,8.34,721.4
27 01 2025 01:30,50.55,6.47,198.01
27 01 2025 01:40,1945.31,10.58,2059.22
27 01 2025 01:50,-5.0,1.29,0.0
27 01 2025 02:00,-5.0,3.99,4.56
27 01 2025 02:10,410.33,7.52,435.85
27 01 2025 02:20,354.21,7.58,454.12
27 01 2025 02:30,360.93,7.63,468.33
27 01 2025 02:40,8.0,5.56,79.25
27 01 2025 02:50,247.58,7.06,317.15
27 01 2025 03:00,3346.53,12.34,3450.0
27 01 2025 03:10,-5.0,4.57,18.33
27 01 2025 03:20,58.31,5.62,84.64
27 01 2025 03:30,68.58,5.99,126.14
27 01 2025 03:40,600.12,8.5,789.19
27 01 2025 03:50,140.96,5.69,91.73
27 01 2025 04:10,15.94,2.71,0.0
27 01 2025 04:20,-5.0,3.43,0.39
27 01 2025 04:30,-5.0,5.26,54.47
27 01 2025 04:40,184.34,6.18,151.6
27 01 2025 05:00,3209.71,17.1,3450.0
27 01 2025 05:40,3170.23,17.71,3450.0
27 01 2025 05:50,3175.07,13.3,3450.0
27 01 2025 06:00,2903.87,12.62,3450.0
27 01 2025 06:10,348.65,7.15,337.12
27 01 2025 06:20,46.73,4.7,23.07
27 01 2025 06:30,1536.75,10.27,1821.2
27 01 2025 06:40,3235.47,14.24,3450.0
27 01 2025 06:50,500.26,8.05,610.11
27 01 2025 07:10,572.42,7.88,548.67
27 01 2025 07:20,85.14,5.29,56.46
27 01 2025 07:30,197.55,6.32,173.11
27 01 2025 07:40,757.87,8.76,902.68
27 01 2025 07:50,11.96,3.66,1.36
27 01 2025 08:00,2556.46,12.84,3450.0
27 01 2025 08:30,-5.0,3.71,1.68
27 01 2025 08:40,2593.62,11.26,2670.4
27 01 2025 08:50,94.98,3.36,0.23
27 01 2025 09:00,142.98,6.0,128.38
27 01 2025 09:10,3099.94,12.95,3450.0
27 01 2025 09:30,3280.73,14.72,3450.0
27 01 2025 09:40,2931.31,13.37,3450.0
27 01 2025 10:00,46.22,5.15,47.12
27 01 2025 10:10,303.64,7.17,343.46
27 01 2025 10:20,2452.8,11.21,2619.12
27 01 2025 10:30,3055.75,16.81,3450.0
27 01 2025 10:40,67.17,2.9,0.0
27 01 2025 10:50,-5.0,0.84,0.0
